"","cited","citing"
"92","10.1038/nchembio.2380","10.1021/acs.jctc.2c00269"
"93","10.1038/nchembio.2380","10.1002/cbic.202300113"
"94","10.1038/nchembio.2380","10.1016/j.jbc.2023.104579"
"95","10.1038/nchembio.2380","10.1007/978-3-030-28303-2_2"
"96","10.1038/nchembio.2380","10.1101/2021.12.17.472837"
"97","10.1038/nchembio.2380","10.1002/prot.26247"
"98","10.1038/nchembio.2380","10.1021/acsomega.3c00205"
"99","10.1038/nchembio.2380","10.1039/d0cc05653g"
"100","10.1038/nchembio.2380","10.1016/j.ijbiomac.2019.07.040"
"101","10.1016/j.str.2020.04.005","10.1016/j.str.2020.09.004"
"102","10.1016/j.str.2020.04.005","10.3390/biom11030407"
"103","10.1016/j.str.2020.04.005","10.1038/s41573-022-00495-3"
"104","10.1016/j.str.2020.04.005","10.1016/j.medidd.2021.100081"
"105","10.1016/j.str.2020.04.005","10.1039/d1md00188d"
"106","10.1016/j.str.2020.04.005","10.1039/d1md00098e"
"107","10.1016/j.str.2020.04.005","10.1080/07391102.2023.2212796"
"108","10.1016/j.str.2020.04.005","10.1016/j.sbi.2022.102336"
"109","10.1016/j.str.2020.04.005","10.1016/j.bioorg.2021.105563"
"110","10.1016/j.str.2020.04.005","10.1007/978-1-0716-2609-2_2"
"111","10.1016/j.str.2020.04.005","10.1146/annurev-immunol-042718-041309"
"112","10.1016/j.str.2020.04.005","10.1021/acschembio.3c00113"
"113","10.1016/j.str.2020.04.005","10.1021/acs.jmedchem.3c00770"
"114","10.1016/j.str.2020.04.005","10.1002/ange.202219095"
"115","10.1016/j.str.2020.04.005","10.1016/j.antiviral.2024.105834"
"116","10.1016/j.str.2020.04.005","10.1002/adma.202208309"
"117","10.1016/j.str.2020.04.005","10.1271/kagakutoseibutsu.60.284"
"118","10.1016/j.str.2020.04.005","10.1002/anie.202219095"
"119","10.1016/j.str.2020.04.005","10.1038/s41598-023-33529-w"
"120","10.1016/j.str.2020.04.005","10.1021/acs.biochem.0c00912"
"121","10.1021/acs.jcim.7b00677","10.1021/acs.jcim.9b00057"
"122","10.1021/acs.jcim.7b00677","10.1101/673897"
"123","10.1021/acs.jcim.7b00677","10.1093/bioinformatics/btz515"
"124","10.1016/j.jmb.2021.167160","10.1016/j.jmb.2021.167231"
"125","10.1016/j.jmb.2021.167160","10.1016/j.csbj.2022.11.014"
"126","10.1016/j.jmb.2021.167160","10.1101/2023.05.09.540044"
"127","10.1016/j.jmb.2021.167160","10.1007/s00253-022-12067-x"
"128","10.1016/j.jmb.2021.167160","10.34133/bdr.0006"
"129","10.1016/j.jmb.2021.167160","10.1038/s41534-023-00733-5"
"130","10.1016/j.jmb.2021.167160","10.1101/2022.08.04.502660"
"131","10.1016/j.jmb.2021.167160","10.1101/2022.08.31.505981"
"132","10.1016/j.jmb.2021.167160","10.1016/j.sbi.2022.102367"
"133","10.1016/j.jmb.2021.167160","10.1021/acs.iecr.1c04943"
"134","10.1016/j.jmb.2021.167160","10.1101/2023.03.18.532921"
"135","10.1016/j.jmb.2021.167160","10.1002/pro.4647"
"136","10.1016/j.jmb.2021.167160","10.3390/biology12020166"
"137","10.1016/j.jmb.2021.167160","10.1016/j.biotechadv.2023.108282"
"138","10.1016/j.jmb.2021.167160","10.1016/j.csbj.2023.04.027"
"139","10.1016/j.jmb.2021.167160","10.1016/j.cell.2023.12.028"
"140","10.1016/j.jmb.2021.167160","10.1002/chem.202202902"
"141","10.1016/j.jmb.2021.167160","10.1093/protein/gzae002"
"142","10.1016/j.jmb.2021.167160","10.1038/s41467-023-36024-y"
"143","10.1016/j.jmb.2021.167160","10.1021/acs.chemrev.2c00106"
"144","10.1016/j.jmb.2021.167160","10.1016/j.ijbiomac.2022.06.154"
"145","10.1016/j.jmb.2021.167160","10.1016/j.biotechadv.2021.107868"
"146","10.1016/j.jmb.2021.167160","10.3389/fmolb.2022.906437"
"147","10.1016/j.jmb.2021.167160","10.1002/cite.202200066"
"148","10.1016/j.jmb.2021.167160","10.1016/j.semcancer.2023.06.005"
"149","10.1016/j.jmb.2021.167160","10.1073/pnas.2303149120"
"150","10.1016/j.jmb.2021.167160","10.3390/pharmaceutics15010168"
"151","10.1016/j.jmb.2021.167160","10.1186/s12859-023-05281-5"
"152","10.1016/j.jmb.2021.167160","10.1021/acs.biomac.1c01539"
"153","10.1016/j.jmb.2021.167160","10.1093/bioinformatics/btae037"
"154","10.1016/j.jmb.2021.167160","10.1039/d2cp03972a"
"155","10.1016/j.jmb.2021.167160","10.1021/acssynbio.3c00064"
"156","10.1016/j.jmb.2021.167160","10.1021/acssynbio.3c00231"
"157","10.1016/j.jmb.2021.167160","10.1101/2023.08.25.554789"
"158","10.1016/j.jmb.2021.167160","10.1101/2023.04.28.538739"
"159","10.1016/j.jmb.2021.167160","10.1101/2022.01.27.478087"
"160","10.1016/j.jmb.2021.167160","10.1002/cbic.202200537"
"161","10.1016/j.jmb.2021.167160","10.1016/j.tifs.2023.104323"
"162","10.1016/j.jmb.2021.167160","10.1101/2023.08.25.554855"
"163","10.1016/j.jmb.2021.167160","10.2174/0929866530666230519122612"
"164","10.1016/j.jmb.2021.167160","10.1039/d3tb00991b"
"165","10.1016/j.jmb.2021.167160","10.1101/2023.04.18.537322"
"166","10.1016/j.jmb.2021.167160","10.1093/bioinformatics/btad027"
"167","10.1016/j.jmb.2021.167160","10.1016/j.cels.2023.06.009"
"168","10.1016/j.jmb.2021.167160","10.1111/febs.16819"
"169","10.1016/j.jmb.2021.167160","10.1007/s12010-023-04615-6"
"170","10.1016/j.jmb.2021.167160","10.1021/acscatal.2c01882"
"171","10.1016/j.jmb.2021.167160","10.1002/cbic.202300066"
"172","10.1016/j.jmb.2021.167160","10.1021/jacs.3c05531"
"173","10.1016/j.jmb.2021.167160","10.1093/protein/gzac015"
"174","10.1016/j.jmb.2021.167160","10.1016/j.jbc.2023.104579"
"175","10.1016/j.jmb.2021.167160","10.1038/s41589-022-01076-6"
"176","10.1016/j.jmb.2021.167160","10.1016/j.bbrc.2022.01.044"
"177","10.1016/j.jmb.2021.167160","10.1038/s41586-022-04868-x"
"178","10.1016/j.jmb.2021.167160","10.1039/d2sc04479j"
"179","10.1016/j.jmb.2021.167160","10.1039/d3sc00231d"
"180","10.1016/j.jmb.2021.167160","10.1038/s41587-024-02133-2"
"181","10.1016/j.jmb.2021.167160","10.1093/bioinformatics/btab631"
"182","10.1016/j.jmb.2021.167160","10.1016/bs.apcsb.2022.01.004"
"183","10.1016/j.jmb.2021.167160","10.1016/bs.apcsb.2022.01.003"
"184","10.1016/j.jmb.2021.167160","10.1101/2021.12.11.471898"
"185","10.1016/j.jmb.2021.167160","10.1038/s41557-023-01321-y"
"186","10.1016/j.jmb.2021.167160","10.1002/cbic.202300745"
"187","10.1016/j.jmb.2021.167160","10.1080/19420862.2021.2008790"
"188","10.1016/j.jmb.2021.167160","10.1098/rsob.220040"
"189","10.1016/j.jmb.2021.167160","10.3390/nano12224080"
"190","10.1002/adma.201804971","10.1002/adhm.202001211"
"191","10.1002/adma.201804971","10.1002/cjoc.202200459"
"192","10.1002/adma.201804971","10.1002/ange.202306427"
"193","10.1002/adma.201804971","10.1021/acs.analchem.9b05704"
"194","10.1002/adma.201804971","10.1002/viw.20200020"
"195","10.1002/adma.201804971","10.1002/anie.201908185"
"196","10.1002/adma.201804971","10.1002/cmdc.202100254"
"197","10.1002/adma.201804971","10.1021/jacs.2c01323"
"198","10.1002/adma.201804971","10.1021/jacs.2c00697"
"199","10.1002/adma.201804971","10.1088/2632-959x/ac2a8e"
"200","10.1002/adma.201804971","10.1063/5.0035731"
"201","10.1002/adma.201804971","10.3390/molecules27196557"
"202","10.1002/adma.201804971","10.1021/jacs.1c06435"
"203","10.1002/adma.201804971","10.1016/j.ccr.2023.215600"
"204","10.1002/adma.201804971","10.1002/agt2.25"
"205","10.1002/adma.201804971","10.1002/ange.202314531"
"206","10.1002/adma.201804971","10.3389/fbioe.2021.782234"
"207","10.1002/adma.201804971","10.6023/cjoc202104020"
"208","10.1002/adma.201804971","10.1039/c9tb01227c"
"209","10.1002/adma.201804971","10.1002/exp.20210153"
"210","10.1002/adma.201804971","10.1080/10717544.2022.2058647"
"211","10.1002/adma.201804971","10.1021/acs.nanolett.1c03112"
"212","10.1002/adma.201804971","10.3390/bios12090683"
"213","10.1002/adma.201804971","10.1111/cpr.13279"
"214","10.1002/adma.201804971","10.1016/j.msec.2020.111261"
"215","10.1002/adma.201804971","10.1002/ange.202015126"
"216","10.1002/adma.201804971","10.3389/fbioe.2020.00504"
"217","10.1002/adma.201804971","10.1002/adma.202200048"
"218","10.1002/adma.201804971","10.1002/adma.202203518"
"219","10.1002/adma.201804971","10.1002/chem.202203225"
"220","10.1002/adma.201804971","10.1002/cnma.202100532"
"221","10.1002/adma.201804971","10.3389/fchem.2020.00824"
"222","10.1002/adma.201804971","10.1002/adma.202007293"
"223","10.1002/adma.201804971","10.1021/acsabm.0c00758"
"224","10.1002/adma.201804971","10.1021/acsabm.0c00707"
"225","10.1002/adma.201804971","10.1063/5.0045945"
"226","10.1002/adma.201804971","10.1039/d2cc01457b"
"227","10.1002/adma.201804971","10.1002/adhm.202300473"
"228","10.1002/adma.201804971","10.1002/smll.202101139"
"229","10.1002/adma.201804971","10.1016/j.cis.2023.102880"
"230","10.1002/adma.201804971","10.1002/ange.201908185"
"231","10.1002/adma.201804971","10.1002/smtd.201900403"
"232","10.1002/adma.201804971","10.1002/advs.202203351"
"233","10.1002/adma.201804971","10.2147/ijn.s291285"
"234","10.1002/adma.201804971","10.1007/s40242-023-2356-2"
"235","10.1002/adma.201804971","10.12677/ms.2023.135042"
"236","10.1002/adma.201804971","10.1360/ssv-2022-0067"
"237","10.1002/adma.201804971","10.1016/j.isci.2023.106620"
"238","10.1002/adma.201804971","10.3390/pharmaceutics15020482"
"239","10.1002/adma.201804971","10.1021/acs.nanolett.9b03136"
"240","10.1002/adma.201804971","10.1002/cbic.202200497"
"241","10.1002/adma.201804971","10.1016/j.jcis.2024.02.163"
"242","10.1002/adma.201804971","10.1007/978-3-031-29360-3_12"
"243","10.1002/adma.201804971","10.1039/d2bm01604d"
"244","10.1002/adma.201804971","10.3390/ijms24010456"
"245","10.1002/adma.201804971","10.1039/d1cc06355c"
"246","10.1002/adma.201804971","10.1002/anie.202306427"
"247","10.1002/adma.201804971","10.1002/anie.202314531"
"248","10.1002/adma.201804971","10.1039/d1bm00782c"
"249","10.1002/adma.201804971","10.1021/jacs.2c13214"
"250","10.1002/adma.201804971","10.1039/d0bm00895h"
"251","10.1002/adma.201804971","10.1039/c9bm01212e"
"252","10.1002/adma.201804971","10.1002/anie.202015126"
"253","10.1002/adma.201804971","10.1007/s41061-020-00311-9"
"254","10.1002/adma.201804971","10.1007/s11426-021-1091-x"
"255","10.1002/adma.201804971","10.1039/d0cc03682j"
"256","10.1038/s41598-017-05037-1","10.1186/s12870-018-1361-y"
"257","10.1038/s41598-017-05037-1","10.1016/j.foodchem.2021.129338"
"258","10.1038/s41598-017-05037-1","10.3389/fpls.2019.00973"
"259","10.1038/s41598-017-05037-1","10.1002/ange.202317789"
"260","10.1038/s41598-017-05037-1","10.1007/978-981-19-0932-0_2"
"261","10.1038/s41598-017-05037-1","10.1021/acs.jnatprod.8b00521"
"262","10.1038/s41598-017-05037-1","10.1016/j.ijbiomac.2021.12.139"
"263","10.1038/s41598-017-05037-1","10.1002/cbic.201900127"
"264","10.1038/s41598-017-05037-1","10.1039/d3np00042g"
"265","10.1038/s41598-017-05037-1","10.1002/anie.202317789"
"266","10.3389/fimmu.2022.999034","10.1038/s41587-024-02127-0"
"267","10.3389/fimmu.2022.999034","10.1021/acs.nanolett.3c01983"
"268","10.3389/fimmu.2022.999034","10.1016/j.cobme.2023.100473"
"269","10.3389/fimmu.2022.999034","10.1101/2023.01.08.523187"
"270","10.1039/c7sc03956e","10.1021/acs.biochem.9b00065"
"271","10.1039/c7sc03956e","10.1021/acschembio.2c00083"
"272","10.1039/c7sc03956e","10.1038/s41467-022-29210-x"
"273","10.1039/c7sc03956e","10.1021/jacs.2c00216"
"274","10.1039/c7sc03956e","10.1021/jacs.0c06044"
"275","10.1039/c7sc03956e","10.1002/slct.201904042"
"276","10.1039/c7sc03956e","10.1021/acs.joc.0c01600"
"277","10.1039/c7sc03956e","10.1039/d2sc00924b"
"278","10.1039/c7sc03956e","10.1016/j.cogsc.2018.06.002"
"279","10.1039/c7sc03956e","10.1021/acs.joc.9b00164"
"280","10.1039/c7sc03956e","10.3389/fchem.2020.00228"
"281","10.1039/c7sc03956e","10.1016/j.tetlet.2019.03.061"
"282","10.1039/c7sc03956e","10.1039/d1ob00411e"
"283","10.1039/c7sc03956e","10.1021/acsmacrolett.3c00065"
"284","10.1039/c7sc03956e","10.1016/j.drudis.2019.05.008"
"285","10.1039/c7sc03956e","10.1021/jacs.2c12462"
"286","10.1039/c7sc03956e","10.1039/d1sc06998e"
"287","10.1002/advs.202104012","10.1002/pro.4819"
"288","10.1002/advs.202104012","10.1007/978-3-031-35395-6_2"
"289","10.1002/advs.202104012","10.3762/bjnano.13.22"
"290","10.1002/advs.202104012","10.1016/j.bbagen.2022.130288"
"291","10.1002/advs.202104012","10.1016/b978-0-323-95758-8.00003-4"
"292","10.1002/advs.202104012","10.1016/b978-0-323-95758-8.00004-6"
"293","10.1002/advs.202104012","10.1002/ange.202318365"
"294","10.1002/advs.202104012","10.1021/acs.langmuir.2c00200"
"295","10.1002/advs.202104012","10.1021/acs.langmuir.3c00635"
"296","10.1002/advs.202104012","10.1124/jpet.123.001673"
"297","10.1002/advs.202104012","10.3762/bjnano.14.30"
"298","10.1002/advs.202104012","10.1016/j.molliq.2022.120344"
"299","10.1002/advs.202104012","10.1016/j.ijbiomac.2024.130298"
"300","10.1002/advs.202104012","10.1021/acsnano.3c11179"
"301","10.1002/advs.202104012","10.3389/fmolb.2023.1178035"
"302","10.1002/advs.202104012","10.3390/ijms24043188"
"303","10.1002/advs.202104012","10.1002/ange.202218413"
"304","10.1002/advs.202104012","10.1002/ange.202216097"
"305","10.1002/advs.202104012","10.1002/adtp.202300007"
"306","10.1002/advs.202104012","10.1016/j.jmst.2023.03.036"
"307","10.1002/advs.202104012","10.1007/978-981-99-6940-1_4"
"308","10.1002/advs.202104012","10.1002/agt2.323"
"309","10.1002/advs.202104012","10.3390/pharmaceutics15082114"
"310","10.1002/advs.202104012","10.1002/adhm.202303294"
"311","10.1002/advs.202104012","10.1016/j.dyepig.2023.111601"
"312","10.1002/advs.202104012","10.1101/2023.02.27.530287"
"313","10.1002/advs.202104012","10.1039/d2tb02163c"
"314","10.1002/advs.202104012","10.1016/j.jre.2023.01.004"
"315","10.1002/advs.202104012","10.1021/acsami.2c19026"
"316","10.1002/advs.202104012","10.1002/anie.202216097"
"317","10.1002/advs.202104012","10.1002/anie.202218413"
"318","10.1002/advs.202104012","10.1021/acsnano.3c00107"
"319","10.1002/advs.202104012","10.1002/anie.202318365"
"320","10.1002/advs.202104012","10.1021/acsomega.2c04805"
"321","10.1021/acs.jpclett.2c02385","10.1371/journal.pone.0287200"
"322","10.1021/acs.jpclett.2c02385","10.1360/ssc-2023-0007"
"323","10.1021/acs.biochem.8b00940","10.1021/acs.joc.9b02505"
"324","10.1021/acs.biochem.8b00940","10.1038/s41598-020-59047-7"
"325","10.1021/acs.biochem.8b00940","10.1002/chem.202103305"
"326","10.1021/acs.biochem.8b00940","10.1039/d0ob01754j"
"327","10.1021/acs.biochem.8b00940","10.1134/s1070428021120046"
"328","10.1021/acs.biochem.8b00940","10.1039/d1cc00095k"
"329","10.1021/acs.biochem.8b00940","10.1016/j.bbrc.2020.12.002"
"330","10.7554/elife.32955","10.1016/j.plantsci.2019.05.001"
"331","10.7554/elife.32955","10.1021/acs.biochem.8b00114"
"332","10.7554/elife.32955","10.1093/plcell/koab143"
"333","10.7554/elife.32955","10.1093/plcell/koab130"
"334","10.7554/elife.32955","10.1021/jacs.1c02638"
"335","10.7554/elife.32955","10.1111/ppl.14131"
"336","10.7554/elife.32955","10.1021/jacs.0c10053"
"337","10.7554/elife.32955","10.1038/s42004-023-00841-5"
"338","10.7554/elife.32955","10.1002/med.21792"
"339","10.7554/elife.32955","10.1016/j.sbi.2020.06.004"
"340","10.7554/elife.32955","10.1002/ange.202108125"
"341","10.7554/elife.32955","10.1002/cbic.202100071"
"342","10.7554/elife.32955","10.1073/pnas.1818568116"
"343","10.7554/elife.32955","10.1021/acscatal.3c02214"
"344","10.7554/elife.32955","10.3389/fchem.2021.768854"
"345","10.7554/elife.32955","10.1111/tpj.14293"
"346","10.7554/elife.32955","10.1002/ange.202006919"
"347","10.7554/elife.32955","10.1007/s00726-023-03271-8"
"348","10.7554/elife.32955","10.1016/bs.mie.2023.07.004"
"349","10.7554/elife.32955","10.1039/d0sc02023k"
"350","10.7554/elife.32955","10.1016/j.biotechadv.2020.107651"
"351","10.7554/elife.32955","10.1038/s41467-020-15418-2"
"352","10.7554/elife.32955","10.1007/s13205-019-1983-2"
"353","10.7554/elife.32955","10.1039/d1ob00608h"
"354","10.7554/elife.32955","10.1039/d1ob00411e"
"355","10.7554/elife.32955","10.1111/nph.16306"
"356","10.7554/elife.32955","10.1021/acs.bioconjchem.1c00551"
"357","10.7554/elife.32955","10.1039/d3np00042g"
"358","10.7554/elife.32955","10.1101/2020.10.28.360099"
"359","10.7554/elife.32955","10.3390/catal11010033"
"360","10.7554/elife.32955","10.1038/s41467-022-33185-0"
"361","10.7554/elife.32955","10.1002/2211-5463.13575"
"362","10.7554/elife.32955","10.1016/j.biochi.2022.04.001"
"363","10.7554/elife.32955","10.1002/anie.202108125"
"364","10.7554/elife.32955","10.1101/2022.07.12.499226"
"365","10.7554/elife.32955","10.1038/s41467-018-04669-9"
"366","10.7554/elife.32955","10.1101/2022.04.18.488698"
"367","10.7554/elife.32955","10.1021/acscatal.0c02078"
"368","10.7554/elife.32955","10.1101/380295"
"369","10.7554/elife.32955","10.1007/s11426-019-9648-3"
"370","10.7554/elife.32955","10.1038/s41598-019-47273-7"
"371","10.7554/elife.32955","10.1016/j.phytochem.2021.112749"
"372","10.7554/elife.32955","10.1021/acs.jafc.1c01755"
"373","10.7554/elife.32955","10.1002/anie.202006919"
"374","10.7554/elife.32955","10.1093/plcell/koac281"
"375","10.7554/elife.32955","10.1042/bst20200881"
"376","10.7554/elife.32955","10.1042/bst20200908"
"377","10.7554/elife.32955","10.1042/bst20200001"
"378","10.1038/s41467-022-29210-x","10.1016/j.sbi.2023.102571"
"379","10.1038/s41467-022-29210-x","10.1111/pbi.14161"
"380","10.1038/s41467-022-29210-x","10.1126/science.adg7731"
"381","10.1038/s41467-022-29210-x","10.1021/acschembio.3c00268"
"382","10.1038/s41467-022-29210-x","10.1101/2023.01.27.525968"
"383","10.1038/s41467-022-29210-x","10.1002/cbic.202200537"
"384","10.1038/s41467-022-29210-x","10.1021/jacs.2c12462"
"385","10.1038/s41467-022-29210-x","10.1038/s41467-022-33004-6"
"386","10.1186/s12870-018-1361-y","10.1016/j.indcrop.2022.115147"
"387","10.1186/s12870-018-1361-y","10.3390/molecules26185664"
"388","10.1186/s12870-018-1361-y","10.5772/intechopen.87140"
"389","10.1186/s12870-018-1361-y","10.1016/j.postharvbio.2021.111726"
"390","10.1186/s12870-018-1361-y","10.1515/psr-2020-0125"
"391","10.1186/s12870-018-1361-y","10.1039/d3np00042g"
"392","10.1186/s12870-018-1361-y","10.5772/intechopen.92410"
"393","10.1039/c9cc07898c","10.3390/ijms232315437"
"394","10.1039/c9cc07898c","10.1016/j.biortech.2022.128522"
"395","10.1039/c9cc07898c","10.3390/antibiotics11070936"
"396","10.1039/c9cc07898c","10.3390/antibiotics10080898"
"397","10.1039/c9cc07898c","10.3390/molecules28104183"
"398","10.1039/c9cc07898c","10.3390/antibiotics12050821"
"399","10.1039/c9cc07898c","10.3390/ijms21176216"
"400","10.1039/c9cc07898c","10.3389/fmicb.2020.01767"
"401","10.1039/c9cc07898c","10.1021/acsabm.2c01023"
"402","10.1039/c9cc07898c","10.1038/s41598-022-16303-2"
"403","10.1039/c9cc07898c","10.1021/acsnano.1c11013"
"404","10.1039/c9cc07898c","10.1021/acsinfecdis.1c00261"
"405","10.1039/c9cc07898c","10.1038/s41587-022-01327-w"
"406","10.1039/c9cc07898c","10.1038/s41598-020-77990-3"
"407","10.1039/c9cc07898c","10.1016/j.jconrel.2022.06.037"
"408","10.1039/c9cc07898c","10.1155/2022/5218950"
"409","10.1039/c9cc07898c","10.1021/acsnano.0c09509"
"410","10.1039/c9cc07898c","10.1126/science.adh1114"
"411","10.1039/c9cc07898c","10.1101/2021.11.11.468250"
"412","10.1039/c9cc07898c","10.1016/j.arbres.2021.09.007"
"413","10.1039/c9cc07898c","10.1016/j.biotechadv.2020.107586"
"414","10.1039/c9cc07898c","10.1111/jam.14701"
"415","10.1039/c9cc07898c","10.1080/17460441.2023.2250721"
"416","10.1039/c9cc07898c","10.1038/s41598-024-55205-3"
"417","10.1039/c9cc07898c","10.1016/j.mib.2021.06.001"
"418","10.1039/c9cc07898c","10.1016/j.scitotenv.2022.160461"
"419","10.1039/c9cc07898c","10.1002/btm2.10167"
"420","10.1039/c9cc07898c","10.1016/j.jinorgbio.2021.111391"
"421","10.1039/c9cc07898c","10.1021/acsnano.2c10249"
"422","10.1039/c9cc07898c","10.1016/j.addr.2021.113863"
