"","cited","citing"
"1323","10.1073/pnas.71.10.4135","10.1103/physreve.95.042408"
"1324","10.1073/pnas.71.10.4135","10.1007/bf00369898"
"1325","10.1073/pnas.71.10.4135","10.7554/elife.02218"
"1326","10.1073/pnas.71.10.4135","10.7554/elife.02272"
"1327","10.1073/pnas.71.10.4135","10.1016/s0021-9258(19)62669-4"
"1328","10.1073/pnas.71.10.4135","10.1074/jbc.m611294200"
"1329","10.1073/pnas.71.10.4135","10.1098/rsta.2016.0343"
"1330","10.1073/pnas.71.10.4135","10.1039/c004635c"
"1331","10.1073/pnas.71.10.4135","10.1101/sqb.2001.66.249"
"1332","10.1073/pnas.71.10.4135","10.1101/sqb.2001.66.17"
"1333","10.1073/pnas.71.10.4135","10.1111/j.1432-1033.1978.tb20927.x"
"1334","10.1073/pnas.71.10.4135","10.1080/15476286.2016.1256535"
"1335","10.1073/pnas.71.10.4135","10.1093/nar/gks769"
"1336","10.1073/pnas.71.10.4135","10.1093/nar/gkl586"
"1337","10.1073/pnas.71.10.4135","10.3390/molecules200916643"
"1338","10.1073/pnas.71.10.4135","10.1002/ange.202114581"
"1339","10.1073/pnas.71.10.4135","10.1021/jp106657a"
"1340","10.1073/pnas.71.10.4135","10.1063/1.4938009"
"1341","10.1073/pnas.71.10.4135","10.1021/jp0124645"
"1342","10.1073/pnas.71.10.4135","10.1371/journal.pbio.0000028"
"1343","10.1073/pnas.71.10.4135","10.1534/genetics.120.303813"
"1344","10.1073/pnas.71.10.4135","10.1101/283143"
"1345","10.1073/pnas.71.10.4135","10.1016/b978-0-12-809479-2.00010-x"
"1346","10.1073/pnas.71.10.4135","10.1016/s0375-9601(03)00205-6"
"1347","10.1073/pnas.71.10.4135","10.1103/physreve.89.022712"
"1348","10.1073/pnas.71.10.4135","10.1016/j.celrep.2018.09.008"
"1349","10.1073/pnas.71.10.4135","10.1007/82_2012_260"
"1350","10.1073/pnas.71.10.4135","10.1007/978-3-642-69912-2_8"
"1351","10.1073/pnas.71.10.4135","10.1016/b978-0-12-417029-2.00002-9"
"1352","10.1073/pnas.71.10.4135","10.3389/fimmu.2021.673196"
"1353","10.1073/pnas.71.10.4135","10.1073/pnas.2119315119"
"1354","10.1073/pnas.71.10.4135","10.1039/9781847559982-00206"
"1355","10.1073/pnas.71.10.4135","10.1007/0-306-46815-8_10"
"1356","10.1073/pnas.71.10.4135","10.15252/embr.202357561"
"1357","10.1073/pnas.71.10.4135","10.1101/2023.08.25.554917"
"1358","10.1073/pnas.71.10.4135","10.1146/annurev-biophys-121219-081656"
"1359","10.1073/pnas.71.10.4135","10.1146/annurev-biophys-121219-081542"
"1360","10.1073/pnas.71.10.4135","10.1146/annurev-biophys-052118-115534"
"1361","10.1073/pnas.71.10.4135","10.1146/annurev-biophys-060414-034148"
"1362","10.1073/pnas.71.10.4135","10.1146/annurev-biophys-050511-102240"
"1363","10.1073/pnas.71.10.4135","10.1021/bi00505a034"
"1364","10.1073/pnas.71.10.4135","10.1103/physreve.95.012152"
"1365","10.1073/pnas.71.10.4135","10.1103/physreve.94.052404"
"1366","10.1073/pnas.71.10.4135","10.1021/jp102400u"
"1367","10.1073/pnas.71.10.4135","10.1088/1361-6633/aab3ed"
"1368","10.1073/pnas.71.10.4135","10.1088/1361-6633/aaa628"
"1369","10.1073/pnas.71.10.4135","10.1088/1361-6633/aa995b"
"1370","10.1073/pnas.71.10.4135","10.1088/1361-6633/aa5aeb"
"1371","10.1073/pnas.71.10.4135","10.1016/s0968-0004(02)02064-9"
"1372","10.1073/pnas.71.10.4135","10.1016/s0968-0004(00)01737-0"
"1373","10.1073/pnas.71.10.4135","10.1016/j.sbi.2021.11.005"
"1374","10.1073/pnas.71.10.4135","10.1074/jbc.m205126200"
"1375","10.1073/pnas.71.10.4135","10.1098/rsta.2013.0110"
"1376","10.1073/pnas.71.10.4135","10.1034/j.1600-065x.2002.18516.x"
"1377","10.1073/pnas.71.10.4135","10.1002/anie.200900647"
"1378","10.1073/pnas.71.10.4135","10.1016/j.jtbi.2011.08.023"
"1379","10.1073/pnas.71.10.4135","10.1016/j.jtbi.2011.03.006"
"1380","10.1073/pnas.71.10.4135","10.1016/j.jtbi.2010.04.001"
"1381","10.1073/pnas.71.10.4135","10.1016/j.jtbi.2009.10.017"
"1382","10.1073/pnas.71.10.4135","10.1093/nar/gkr525"
"1383","10.1073/pnas.71.10.4135","10.1016/0014-5793(83)80169-0"
"1384","10.1073/pnas.71.10.4135","10.1371/journal.pone.0200241"
"1385","10.1073/pnas.71.10.4135","10.1371/journal.pone.0202331"
"1386","10.1073/pnas.71.10.4135","10.1021/jp0139538"
"1387","10.1073/pnas.71.10.4135","10.1103/physrevlett.110.248102"
"1388","10.1073/pnas.71.10.4135","10.7498/aps.65.188702"
"1389","10.1073/pnas.71.10.4135","10.1534/genetics.116.197590"
"1390","10.1073/pnas.71.10.4135","10.1016/s0301-4622(02)00145-x"
"1391","10.1073/pnas.71.10.4135","10.1016/s0301-4622(02)00160-6"
"1392","10.1073/pnas.71.10.4135","10.1007/978-1-4419-7725-0_2"
"1393","10.1073/pnas.71.10.4135","10.1073/pnas.2103598118"
"1394","10.1073/pnas.71.10.4135","10.1073/pnas.2102881118"
"1395","10.1073/pnas.71.10.4135","10.1073/pnas.1506823112"
"1396","10.1073/pnas.71.10.4135","10.1073/pnas.0408210101"
"1397","10.1073/pnas.71.10.4135","10.1007/978-3-540-70941-1_6"
"1398","10.1073/pnas.71.10.4135","10.1101/2022.05.16.492121"
"1399","10.1073/pnas.71.10.4135","10.1038/msb.2010.99"
"1400","10.1073/pnas.71.10.4135","10.1002/9780470123072.ch8"
"1401","10.1073/pnas.71.10.4135","10.1038/ncb0306-209"
"1402","10.1073/pnas.71.10.4135","10.1007/s10955-022-03037-8"
"1403","10.1073/pnas.71.10.4135","10.1016/0014-5793(88)81225-0"
"1404","10.1073/pnas.71.10.4135","10.1088/1478-3975/aceecd"
"1405","10.1073/pnas.71.10.4135","10.1002/ange.202317997"
"1406","10.1073/pnas.71.10.4135","10.1021/bi00459a014"
"1407","10.1073/pnas.71.10.4135","10.1103/physreve.93.056401"
"1408","10.1073/pnas.71.10.4135","10.1103/physreve.93.042420"
"1409","10.1073/pnas.71.10.4135","10.1103/physreve.93.042419"
"1410","10.1073/pnas.71.10.4135","10.1021/jp910730s"
"1411","10.1073/pnas.71.10.4135","10.1088/0034-4885/75/7/076601"
"1412","10.1073/pnas.71.10.4135","10.1088/0034-4885/75/2/026601"
"1413","10.1073/pnas.71.10.4135","10.1088/0034-4885/70/7/r02"
"1414","10.1073/pnas.71.10.4135","10.1016/j.tibs.2020.10.006"
"1415","10.1073/pnas.71.10.4135","10.1016/j.tibs.2018.10.009"
"1416","10.1073/pnas.71.10.4135","10.1074/jbc.m005819200"
"1417","10.1073/pnas.71.10.4135","10.1016/s0021-9258(19)89185-8"
"1418","10.1073/pnas.71.10.4135","10.1016/s0021-9258(19)86634-6"
"1419","10.1073/pnas.71.10.4135","10.1016/s0021-9258(18)83740-1"
"1420","10.1073/pnas.71.10.4135","10.1074/jbc.m605856200"
"1421","10.1073/pnas.71.10.4135","10.1002/anie.198510151"
"1422","10.1073/pnas.71.10.4135","10.1016/j.jtbi.2008.07.006"
"1423","10.1073/pnas.71.10.4135","10.1128/br.40.3.552-590.1976"
"1424","10.1073/pnas.71.10.4135","10.1038/ncomms13881"
"1425","10.1073/pnas.71.10.4135","10.1093/nar/gkq763"
"1426","10.1073/pnas.71.10.4135","10.1038/embor.2011.83"
"1427","10.1073/pnas.71.10.4135","10.1007/s10522-008-9171-5"
"1428","10.1073/pnas.71.10.4135","10.1002/2211-5463.12362"
"1429","10.1073/pnas.71.10.4135","10.1103/physrevx.11.031055"
"1430","10.1073/pnas.71.10.4135","10.1103/physrevx.11.031015"
"1431","10.1073/pnas.71.10.4135","10.1103/physrevx.10.011066"
"1432","10.1073/pnas.71.10.4135","10.1103/physrevx.9.041054"
"1433","10.1073/pnas.71.10.4135","10.1103/physrevx.9.031012"
"1434","10.1073/pnas.71.10.4135","10.1103/physrevlett.110.218102"
"1435","10.1073/pnas.71.10.4135","10.1103/physrevlett.110.188101"
"1436","10.1073/pnas.71.10.4135","10.1534/genetics.113.153197"
"1437","10.1073/pnas.71.10.4135","10.1007/978-3-319-66799-7_11"
"1438","10.1073/pnas.71.10.4135","10.1101/685933"
"1439","10.1073/pnas.71.10.4135","10.1007/978-1-349-16264-2_8"
"1440","10.1073/pnas.71.10.4135","10.1038/srep36314"
"1441","10.1073/pnas.71.10.4135","10.1073/pnas.2026786118"
"1442","10.1073/pnas.71.10.4135","10.1007/978-1-4020-8893-3_5"
"1443","10.1073/pnas.71.10.4135","10.1016/b978-0-12-380924-7.10017-1"
"1444","10.1073/pnas.71.10.4135","10.1016/s0065-2660(08)60012-7"
"1445","10.1073/pnas.71.10.4135","10.1016/0014-5793(86)80222-8"
"1446","10.1073/pnas.71.10.4135","10.1016/0014-5793(85)80065-x"
"1447","10.1073/pnas.71.10.4135","10.1002/9783527610754.tt09"
"1448","10.1073/pnas.71.10.4135","10.3390/e25060881"
"1449","10.1073/pnas.71.10.4135","10.1126/science.8446896"
"1450","10.1073/pnas.71.10.4135","10.1021/bi1009776"
"1451","10.1073/pnas.71.10.4135","10.1016/j.tibs.2012.04.001"
"1452","10.1073/pnas.71.10.4135","10.1016/j.tibs.2012.02.009"
"1453","10.1073/pnas.71.10.4135","10.1016/j.tibs.2006.07.006"
"1454","10.1073/pnas.71.10.4135","10.1016/s0021-9258(18)34436-3"
"1455","10.1073/pnas.71.10.4135","10.1016/s0021-9258(17)33788-2"
"1456","10.1073/pnas.71.10.4135","10.1074/jbc.m603388200"
"1457","10.1073/pnas.71.10.4135","10.1074/jbc.m602870200"
"1458","10.1073/pnas.71.10.4135","10.1088/1742-5468/aace2d"
"1459","10.1073/pnas.71.10.4135","10.1016/j.jtbi.2007.07.025"
"1460","10.1073/pnas.71.10.4135","10.1038/ncomms13314"
"1461","10.1073/pnas.71.10.4135","10.1016/j.febslet.2014.07.013"
"1462","10.1073/pnas.71.10.4135","10.1371/journal.pone.0055230"
"1463","10.1073/pnas.71.10.4135","10.1103/physrevx.7.021049"
"1464","10.1073/pnas.71.10.4135","10.1103/physrevx.7.021004"
"1465","10.1073/pnas.71.10.4135","10.1103/physrevx.6.041064"
"1466","10.1073/pnas.71.10.4135","10.1103/physrevx.6.021022"
"1467","10.1073/pnas.71.10.4135","10.1103/physrevx.5.041039"
"1468","10.1073/pnas.71.10.4135","10.1103/physrevx.4.021016"
"1469","10.1073/pnas.71.10.4135","10.1101/135665"
"1470","10.1073/pnas.71.10.4135","10.1016/s0166-1280(02)00118-5"
"1471","10.1073/pnas.71.10.4135","10.1016/b978-0-12-092860-6.50017-x"
"1472","10.1073/pnas.71.10.4135","10.1016/b978-0-08-024417-4.50025-1"
"1473","10.1073/pnas.71.10.4135","10.3389/fcimb.2019.00152"
"1474","10.1073/pnas.71.10.4135","10.1007/978-3-319-08488-6_6"
"1475","10.1073/pnas.71.10.4135","10.1103/physreve.87.032702"
"1476","10.1073/pnas.71.10.4135","10.1017/cbo9781139003704.008"
"1477","10.1073/pnas.71.10.4135","10.1201/b11010-7"
"1478","10.1073/pnas.71.10.4135","10.1128/mcb.14.12.8107-8116.1994"
"1479","10.1073/pnas.71.10.4135","10.1098/rspb.1981.0044"
"1480","10.1073/pnas.71.10.4135","10.1073/pnas.2024300118"
"1481","10.1073/pnas.71.10.4135","10.1073/pnas.1420903112"
"1482","10.1073/pnas.71.10.4135","10.1016/s0165-2478(99)00030-9"
"1483","10.1073/pnas.71.10.4135","10.1016/s0165-2478(99)00031-0"
"1484","10.1073/pnas.71.10.4135","10.1016/j.tig.2009.07.005"
"1485","10.1073/pnas.71.10.4135","10.1016/j.ceb.2023.102285"
"1486","10.1073/pnas.71.10.4135","10.1126/science.aau5721"
"1487","10.1073/pnas.71.10.4135","10.1126/science.aaw6434"
"1488","10.1073/pnas.71.10.4135","10.1088/0953-8984/18/14/s03"
"1489","10.1073/pnas.71.10.4135","10.1016/s0968-0004(03)00066-5"
"1490","10.1073/pnas.71.10.4135","10.1016/s0021-9258(19)70100-8"
"1491","10.1073/pnas.71.10.4135","10.1016/s0021-9258(17)43845-2"
"1492","10.1073/pnas.71.10.4135","10.1016/s0021-9258(17)38194-2"
"1493","10.1073/pnas.71.10.4135","10.1111/j.1742-4658.2011.08283.x"
"1494","10.1073/pnas.71.10.4135","10.1021/cr300513p"
"1495","10.1073/pnas.71.10.4135","10.1016/j.molcel.2010.10.020"
"1496","10.1073/pnas.71.10.4135","10.1016/j.molcel.2010.07.014"
"1497","10.1073/pnas.71.10.4135","10.1016/j.molcel.2010.06.009"
"1498","10.1073/pnas.71.10.4135","10.1016/0014-5793(82)80693-5"
"1499","10.1073/pnas.71.10.4135","10.1007/bf01960616"
"1500","10.1073/pnas.71.10.4135","10.1002/ange.201001436"
"1501","10.1073/pnas.71.10.4135","10.1021/jacs.6b05628"
"1502","10.1073/pnas.71.10.4135","10.1083/jcb.201804136"
"1503","10.1073/pnas.71.10.4135","10.1063/5.0094307"
"1504","10.1073/pnas.71.10.4135","10.1088/1367-2630/ab1043"
"1505","10.1073/pnas.71.10.4135","10.1101/147595"
"1506","10.1073/pnas.71.10.4135","10.1101/102608"
"1507","10.1073/pnas.71.10.4135","10.1101/2020.07.10.196808"
"1508","10.1073/pnas.71.10.4135","10.1016/j.tpb.2019.03.007"
"1509","10.1073/pnas.71.10.4135","10.1103/physrevresearch.2.033524"
"1510","10.1073/pnas.71.10.4135","10.1007/bf02705188"
"1511","10.1073/pnas.71.10.4135","10.1016/j.jmb.2018.05.040"
"1512","10.1073/pnas.71.10.4135","10.1016/j.physrep.2011.09.001"
"1513","10.1073/pnas.71.10.4135","10.1101/141390"
"1514","10.1073/pnas.71.10.4135","10.1101/062877"
"1515","10.1073/pnas.71.10.4135","10.7124/bc.0001ee"
"1516","10.1073/pnas.71.10.4135","10.1007/s12064-021-00354-6"
"1517","10.1073/pnas.71.10.4135","10.1007/s12064-021-00342-w"
"1518","10.1073/pnas.71.10.4135","10.1007/s12064-011-0134-z"
"1519","10.1073/pnas.71.10.4135","10.1007/978-1-4612-5310-5_12"
"1520","10.1073/pnas.71.10.4135","10.1007/978-1-4612-5310-5_13"
"1521","10.1073/pnas.71.10.4135","10.1128/mcb.00165-16"
"1522","10.1073/pnas.71.10.4135","10.1073/pnas.97.20.10679"
"1523","10.1073/pnas.71.10.4135","10.1073/pnas.121171998"
"1524","10.1073/pnas.71.10.4135","10.1073/pnas.1300752110"
"1525","10.1073/pnas.71.10.4135","10.1038/nature07582"
"1526","10.1073/pnas.71.10.4135","10.1038/278857a0"
"1527","10.1073/pnas.71.10.4135","10.1016/b978-044452798-1/50039-7"
"1528","10.1073/pnas.71.10.4135","10.1016/s0079-6603(08)60266-4"
"1529","10.1073/pnas.71.10.4135","10.1016/s0079-6603(08)60084-7"
"1530","10.1073/pnas.71.10.4135","10.1016/s0065-3527(08)60436-4"
"1531","10.1073/pnas.71.10.4135","10.1038/nphys3230"
"1532","10.1073/pnas.71.10.4135","10.1007/978-94-010-0419-0_6"
"1533","10.1073/pnas.71.10.4135","10.1016/j.coisb.2022.100438"
"1534","10.1073/pnas.71.10.4135","10.1016/j.coisb.2022.100434"
"1535","10.1073/pnas.71.10.4135","10.1016/j.coisb.2022.100435"
"1536","10.1073/pnas.71.10.4135","10.1038/nri1374"
"1537","10.1073/pnas.71.10.4135","10.1002/bies.202300188"
"1538","10.1073/pnas.71.10.4135","10.1021/acs.jpcb.9b03757"
"1539","10.1073/pnas.71.10.4135","10.1016/j.cell.2021.03.007"
"1540","10.1073/pnas.71.10.4135","10.1038/nsmb1183"
"1541","10.1073/pnas.71.10.4135","10.1038/nsmb1093"
"1542","10.1073/pnas.71.10.4135","10.1038/nsmb831"
"1543","10.1073/pnas.71.10.4135","10.1074/jbc.r117.807453"
"1544","10.1073/pnas.71.10.4135","10.7554/elife.74509"
"1545","10.1073/pnas.71.10.4135","10.1007/bf00328706"
"1546","10.1073/pnas.71.10.4135","10.1007/bf00326064"
"1547","10.1073/pnas.71.10.4135","10.1088/1742-5468/2015/00/p07025"
"1548","10.1073/pnas.71.10.4135","10.1088/1742-5468/2015/06/p06001"
"1549","10.1073/pnas.71.10.4135","10.1002/pmic.201300187"
"1550","10.1073/pnas.71.10.4135","10.1111/j.1432-1033.1997.00408.x"
"1551","10.1073/pnas.71.10.4135","10.1038/ncomms12307"
"1552","10.1073/pnas.71.10.4135","10.1093/nar/gkp041"
"1553","10.1073/pnas.71.10.4135","10.1016/0014-5793(85)81015-2"
"1554","10.1073/pnas.71.10.4135","10.1016/j.febslet.2013.05.009"
"1555","10.1073/pnas.71.10.4135","10.1371/journal.pone.0100635"
"1556","10.1073/pnas.71.10.4135","10.1021/ja1061399"
"1557","10.1073/pnas.71.10.4135","10.1007/s00422-020-00846-6"
"1558","10.1073/pnas.71.10.4135","10.1103/physrevlett.126.080601"
"1559","10.1073/pnas.71.10.4135","10.1103/physrevlett.109.118103"
"1560","10.1073/pnas.71.10.4135","10.1007/978-3-030-27371-2_11"
"1561","10.1073/pnas.71.10.4135","10.3389/fbioe.2020.00893"
"1562","10.1073/pnas.71.10.4135","10.1101/2020.01.24.916908"
"1563","10.1073/pnas.71.10.4135","10.1101/448118"
"1564","10.1073/pnas.71.10.4135","10.1101/309880"
"1565","10.1073/pnas.71.10.4135","10.1145/3109453.3109457"
"1566","10.1073/pnas.71.10.4135","10.1209/0295-5075/96/60004"
"1567","10.1073/pnas.71.10.4135","10.1101/2021.09.06.459125"
"1568","10.1073/pnas.71.10.4135","10.1103/physreve.85.061920"
"1569","10.1073/pnas.71.10.4135","10.1007/128_2012_369"
"1570","10.1073/pnas.71.10.4135","10.1016/j.celrep.2013.09.007"
"1571","10.1073/pnas.71.10.4135","10.4049/jimmunol.172.5.2994"
"1572","10.1073/pnas.71.10.4135","10.1007/s00294-019-00995-7"
"1573","10.1073/pnas.71.10.4135","10.1002/wrna.24"
"1574","10.1073/pnas.71.10.4135","10.1007/978-1-4615-1363-6_12"
"1575","10.1073/pnas.71.10.4135","10.1073/pnas.2006731117"
"1576","10.1073/pnas.71.10.4135","10.1073/pnas.0305962101"
"1577","10.1073/pnas.71.10.4135","10.1101/2021.04.02.438179"
"1578","10.1073/pnas.71.10.4135","10.1016/s0006-3495(02)75633-6"
"1579","10.1073/pnas.71.10.4135","10.1016/s0006-3495(00)76531-3"
"1580","10.1073/pnas.71.10.4135","10.1016/s0167-7306(05)40004-6"
"1581","10.1073/pnas.71.10.4135","10.1007/1-4020-2081-3_9"
"1582","10.1073/pnas.71.10.4135","10.7554/elife.81608"
"1583","10.1073/pnas.71.10.4135","10.7554/elife.75263"
"1584","10.1073/pnas.71.10.4135","10.1016/bs.apcsb.2022.06.001"
"1585","10.1073/pnas.71.10.4135","10.1101/2022.07.27.501668"
"1586","10.1073/pnas.71.10.4135","10.1038/s41467-023-40404-9"
"1587","10.1073/pnas.71.10.4135","10.1021/bi00319a029"
"1588","10.1073/pnas.71.10.4135","10.1126/sciadv.abl9812"
"1589","10.1073/pnas.71.10.4135","10.1007/s12192-019-00998-w"
"1590","10.1073/pnas.71.10.4135","10.1074/jbc.271.2.646"
"1591","10.1073/pnas.71.10.4135","10.1016/s0021-9258(19)86519-5"
"1592","10.1073/pnas.71.10.4135","10.1016/s0021-9258(18)54888-2"
"1593","10.1073/pnas.71.10.4135","10.1016/s0165-2478(99)00030-9"
"1594","10.1073/pnas.71.10.4135","10.1074/jbc.m507470200"
"1595","10.1073/pnas.71.10.4135","10.1088/1742-5468/2010/10/p10009"
"1596","10.1073/pnas.71.10.4135","10.1016/j.jtbi.2006.04.009"
"1597","10.1073/pnas.71.10.4135","10.1128/jvi.25.1.73-77.1978"
"1598","10.1073/pnas.71.10.4135","10.1128/jvi.79.18.11555-11558.2005"
"1599","10.1073/pnas.71.10.4135","10.1111/j.1432-1033.1982.tb07006.x"
"1600","10.1073/pnas.71.10.4135","10.1111/j.1432-1033.1981.tb06298.x"
"1601","10.1073/pnas.71.10.4135","10.1038/s41467-020-19395-4"
"1602","10.1073/pnas.71.10.4135","10.1016/0014-5793(81)80076-2"
"1603","10.1073/pnas.71.10.4135","10.1016/j.febslet.2011.12.024"
"1604","10.1073/pnas.71.10.4135","10.1146/annurev-biochem-040320-103630"
"1605","10.1073/pnas.71.10.4135","10.1146/annurev-biochem-071921-122857"
"1606","10.1073/pnas.71.10.4135","10.1146/annurev-biochem-060815-014818"
"1607","10.1073/pnas.71.10.4135","10.1146/annurev-biochem-060614-034150"
"1608","10.1073/pnas.71.10.4135","10.1146/annurev-biochem-060713-035546"
"1609","10.1073/pnas.71.10.4135","10.1146/annurev-biochem-113009-092313"
"1610","10.1073/pnas.71.10.4135","10.1146/annurev-biochem-060408-173330"
"1611","10.1073/pnas.71.10.4135","10.1146/annurev.biochem.77.070606.101431"
"1612","10.1073/pnas.71.10.4135","10.1146/annurev.biochem.74.061903.155440"
"1613","10.1073/pnas.71.10.4135","10.1146/annurev.biochem.73.011303.073723"
"1614","10.1073/pnas.71.10.4135","10.1016/j.ymeth.2019.02.014"
"1615","10.1073/pnas.71.10.4135","10.15406/mojabb.2018.02.00043"
"1616","10.1073/pnas.71.10.4135","10.1002/ijch.201400018"
"1617","10.1073/pnas.71.10.4135","10.1119/5.0060279"
"1618","10.1073/pnas.71.10.4135","10.1111/j.1365-2958.1992.tb01516.x"
"1619","10.1073/pnas.71.10.4135","10.1016/b978-0-12-386497-0.00003-7"
"1620","10.1073/pnas.71.10.4135","10.1128/mcb.5.4.816-822.1985"
"1621","10.1073/pnas.71.10.4135","10.1073/pnas.2008509117"
"1622","10.1073/pnas.71.10.4135","10.1073/pnas.2010804117"
"1623","10.1073/pnas.71.10.4135","10.1073/pnas.2008303117"
"1624","10.1073/pnas.71.10.4135","10.1073/pnas.0808831105"
"1625","10.1073/pnas.71.10.4135","10.1007/3-540-45701-1_11"
"1626","10.1073/pnas.71.10.4135","10.1016/s0006-3495(03)74955-8"
"1627","10.1073/pnas.71.10.4135","10.1101/2021.03.10.434642"
"1628","10.1073/pnas.71.10.4135","10.1016/s0065-3233(04)69002-4"
"1629","10.1073/pnas.71.10.4135","10.1038/35107180"
"1630","10.1073/pnas.71.10.4135","10.1002/qua.560160712"
"1631","10.1073/pnas.71.10.4135","10.1126/science.1334572"
"1632","10.1073/pnas.71.10.4135","10.3109/10409239309085137"
"1633","10.1073/pnas.71.10.4135","10.1080/10409239891204189"
"1634","10.1073/pnas.71.10.4135","10.1016/s0021-9258(17)37742-6"
"1635","10.1073/pnas.71.10.4135","10.1016/s0165-2478(99)00031-0"
"1636","10.1073/pnas.71.10.4135",""
"1637","10.1073/pnas.71.10.4135","10.1371/journal.pone.0121681"
"1638","10.1073/pnas.71.10.4135","10.1021/acs.langmuir.0c01763"
"1639","10.1073/pnas.71.10.4135","10.1093/nar/gkac270"
"1640","10.1073/pnas.71.10.4135","10.1093/nar/gkac171"
"1641","10.1073/pnas.71.10.4135","10.1002/em.2860080511"
"1642","10.1073/pnas.71.10.4135","10.1016/j.ymeth.2017.01.006"
"1643","10.1073/pnas.71.10.4135","10.1119/10.0000634"
"1644","10.1073/pnas.71.10.4135","10.1002/bies.202000055"
"1645","10.1073/pnas.71.10.4135","10.1002/bies.201900135"
"1646","10.1073/pnas.71.10.4135","10.1002/bies.201800244"
"1647","10.1073/pnas.71.10.4135","10.1111/j.1365-2958.1994.tb01001.x"
"1648","10.1073/pnas.71.10.4135","10.1002/cbdv.200790164"
"1649","10.1073/pnas.71.10.4135","10.1101/2020.01.23.917237"
"1650","10.1073/pnas.71.10.4135","10.1101/845164"
"1651","10.1073/pnas.71.10.4135","10.1016/j.cam.2004.07.035"
"1652","10.1073/pnas.71.10.4135","10.1007/978-1-4684-5664-6_19"
"1653","10.1073/pnas.71.10.4135","10.1007/978-3-642-78267-1_2"
"1654","10.1073/pnas.71.10.4135","10.1007/978-1-4613-0749-5_14"
"1655","10.1073/pnas.71.10.4135","10.1073/pnas.030541097"
"1656","10.1073/pnas.71.10.4135","10.1073/pnas.1323856111"
"1657","10.1073/pnas.71.10.4135","10.1016/s0079-6603(08)60366-9"
"1658","10.1073/pnas.71.10.4135","10.1016/s0079-6603(08)60474-2"
"1659","10.1073/pnas.71.10.4135","10.1101/2022.11.24.517858"
"1660","10.1073/pnas.71.10.4135","10.1016/0014-5793(83)80026-x"
"1661","10.1073/pnas.71.10.4135","10.1002/qua.560140743"
"1662","10.1073/pnas.71.10.4135","10.1126/science.3898363"
"1663","10.1073/pnas.71.10.4135","10.1088/2399-6528/aab654"
"1664","10.1073/pnas.71.10.4135","10.1261/rna.054486.115"
"1665","10.1073/pnas.71.10.4135","10.1016/j.bmc.2021.116207"
"1666","10.1073/pnas.71.10.4135","10.1074/jbc.270.44.26377"
"1667","10.1073/pnas.71.10.4135","10.1016/s0021-9258(18)34482-x"
"1668","10.1073/pnas.71.10.4135","10.1074/jbc.ra120.013824"
"1669","10.1073/pnas.71.10.4135","10.1007/bf02428051"
"1670","10.1073/pnas.71.10.4135","10.1098/rsif.2021.0883"
"1671","10.1073/pnas.71.10.4135","10.1098/rsif.2019.0198"
"1672","10.1073/pnas.71.10.4135","10.1002/pmic.200600442"
"1673","10.1073/pnas.71.10.4135","10.1016/j.ifacol.2016.12.144"
"1674","10.1073/pnas.71.10.4135","10.1016/j.crhy.2015.09.004"
"1675","10.1073/pnas.71.10.4135","10.1080/08927029308048269"
"1676","10.1073/pnas.71.10.4135","10.1016/j.molcel.2022.04.017"
"1677","10.1073/pnas.71.10.4135","10.1016/j.molcel.2020.04.029"
"1678","10.1073/pnas.71.10.4135","10.1016/j.bbamcr.2014.10.025"
"1679","10.1073/pnas.71.10.4135","10.1146/annurev-conmatphys-031218-013309"
"1680","10.1073/pnas.71.10.4135","10.1146/annurev-conmatphys-031214-014803"
"1681","10.1073/pnas.71.10.4135","10.1146/annurev-conmatphys-031113-133924"
"1682","10.1073/pnas.71.10.4135","10.1103/physrevlett.124.028101"
"1683","10.1073/pnas.71.10.4135","10.1002/bies.201200092"
"1684","10.1073/pnas.71.10.4135","10.1111/j.1365-2958.1991.tb01872.x"
"1685","10.1073/pnas.71.10.4135","10.1101/049825"
"1686","10.1073/pnas.71.10.4135","10.1016/b978-0-12-801238-3.01999-1"
"1687","10.1073/pnas.71.10.4135","10.1016/b978-0-12-744250-1.50008-1"
"1688","10.1073/pnas.71.10.4135","10.1007/978-94-009-4097-0_6"
"1689","10.1073/pnas.71.10.4135","10.1007/978-94-009-4097-0_4"
"1690","10.1073/pnas.71.10.4135","10.1007/978-94-009-4097-0_2"
"1691","10.1073/pnas.71.10.4135","10.1007/978-94-009-4097-0_7"
"1692","10.1073/pnas.71.10.4135","10.1007/978-94-009-4097-0_10"
"1693","10.1073/pnas.71.10.4135","10.1007/978-94-009-4097-0_8"
"1694","10.1073/pnas.71.10.4135","10.1007/978-94-009-4097-0_11"
"1695","10.1073/pnas.71.10.4135","10.1007/978-94-009-4097-0_12"
"1696","10.1073/pnas.71.10.4135","10.1007/978-94-009-4097-0_1"
"1697","10.1073/pnas.71.10.4135","10.1007/978-94-009-4103-8_6"
"1698","10.1073/pnas.71.10.4135","10.1007/978-94-009-4103-8_11"
"1699","10.1073/pnas.71.10.4135","10.1073/pnas.1920873117"
"1700","10.1073/pnas.71.10.4135","10.1073/pnas.0805209105"
"1701","10.1073/pnas.71.10.4135","10.1073/pnas.0802049105"
"1702","10.1073/pnas.71.10.4135","10.1038/416281a"
"1703","10.1073/pnas.71.10.4135","10.1016/0014-5793(83)80169-0"
