"cited","citing"
"10.1038/s41592-020-0848-2","10.2142/biophysico.bppb-v18.022"
"10.1038/s41592-020-0848-2","10.3390/ijms222111741"
"10.1038/s41592-020-0848-2","10.1021/acs.jcim.1c00783"
"10.1038/s41592-020-0848-2","10.1021/acs.jcim.1c00056"
"10.1038/s41592-020-0848-2","10.1021/acs.jcim.0c01451"
"10.1038/s41592-020-0848-2","10.35459/tbp.2019.000147"
"10.1038/s41592-020-0848-2","10.3390/pharmaceutics14091769"
"10.1038/s41592-020-0848-2","10.3389/fimmu.2023.1116906"
"10.1038/s41592-020-0848-2","10.3390/bioengineering11020185"
"10.1038/s41592-020-0848-2","10.1021/acs.jpcb.1c10750"
"10.1038/s41592-020-0848-2","10.1021/acs.jpcb.1c00910"
"10.1038/s41592-020-0848-2","10.1186/s13073-021-00943-6"
"10.1038/s41592-020-0848-2","10.1016/j.biotechadv.2021.107793"
"10.1038/s41592-020-0848-2","10.1021/acs.chemrev.1c00786"
"10.1038/s41592-020-0848-2","10.1021/acs.chemrev.1c00356"
"10.1038/s41592-020-0848-2","10.1142/s2737416521500083"
"10.1038/s41592-020-0848-2","10.1016/j.compbiomed.2022.105695"
"10.1038/s41592-020-0848-2","10.1021/acs.jcim.0c00679"
"10.1038/s41592-020-0848-2","10.1073/pnas.2206111119"
"10.1038/s41592-020-0848-2","10.1016/j.tips.2022.12.005"
"10.1038/s41592-020-0848-2","10.1038/s41467-022-35593-8"
"10.1038/s41592-020-0848-2","10.1038/s41392-023-01680-5"
"10.1038/s41592-020-0848-2","10.1016/j.cels.2023.10.006"
"10.1038/s41592-020-0848-2","10.1021/acs.jmedchem.2c01555"
"10.1038/s41592-020-0848-2","10.1021/acs.jmedchem.3c00383"
"10.1038/s41592-020-0848-2","10.1016/j.isci.2023.107604"
"10.1038/s41592-020-0848-2","10.1002/prot.26619"
"10.1038/s41592-020-0848-2","10.1016/j.molp.2022.12.015"
"10.1038/s41592-020-0848-2","10.3389/fmolb.2022.905588"
"10.1038/s41592-020-0848-2","10.3389/fmolb.2023.1178035"
"10.1038/s41592-020-0848-2","10.3389/fmolb.2023.1221626"
"10.1038/s41592-020-0848-2","10.3390/ijms22157811"
"10.1038/s41592-020-0848-2","10.1085/jgp.202012802"
"10.1038/s41592-020-0848-2","10.1021/acs.chemrev.1c00757"
"10.1038/s41592-020-0848-2","10.1038/s44222-023-00030-y"
"10.1038/s41592-020-0848-2","10.1038/s44222-023-00080-2"
"10.1038/s41592-020-0848-2","10.1016/j.jmgm.2023.108507"
"10.1038/s41592-020-0848-2","10.1007/s12257-022-0107-8"
"10.1038/s41592-020-0848-2","10.1126/science.adg5314"
"10.1038/s41592-020-0848-2","10.1016/j.cbpa.2021.04.005"
"10.1038/s41592-020-0848-2","10.1016/j.jbiotec.2021.08.004"
"10.1038/s41592-020-0848-2","10.1016/j.semcancer.2023.02.007"
"10.1038/s41592-020-0848-2","10.1016/j.enzmictec.2023.110392"
"10.1038/s41592-020-0848-2","10.1039/d3cs00972f"
"10.1038/s41592-020-0848-2","10.3389/fphar.2023.1156855"
"10.1038/s41592-020-0848-2","10.1073/pnas.2220380120"
"10.1038/s41592-020-0848-2","10.1073/pnas.2215836120"
"10.1038/s41592-020-0848-2","10.1016/j.mtsust.2023.100500"
"10.1038/s41592-020-0848-2","10.7554/elife.84790"
"10.1038/s41592-020-0848-2","10.7554/elife.81646"
"10.1038/s41592-020-0848-2","10.7554/elife.88210"
"10.1038/s41592-020-0848-2","10.7554/elife.82922"
"10.1038/s41592-020-0848-2","10.1038/s41586-023-06856-1"
"10.1038/s41592-020-0848-2","10.1073/pnas.2214556120"
"10.1038/s41592-020-0848-2","10.7554/elife.81727"
"10.1038/s41592-020-0848-2","10.1038/s41586-023-06953-1"
"10.1038/s41592-020-0848-2","10.1093/nar/gkad356"
"10.1038/s41592-020-0848-2","10.1016/j.antiviral.2024.105841"
"10.1038/s41592-020-0848-2","10.3389/fnmol.2023.1336004"
"10.1038/s41592-020-0848-2","10.1038/s41467-024-45969-7"
"10.1038/s41592-020-0848-2","10.1038/s41467-024-45461-2"
"10.1038/s41592-020-0848-2","10.1021/acscentsci.3c01275"
"10.1038/s41592-020-0848-2","10.1039/d2cp05502c"
"10.1038/s41592-020-0848-2","10.1039/d2cp03972a"
"10.1038/s41592-020-0848-2","10.1021/acssynbio.3c00042"
"10.1038/s41592-020-0848-2","10.1021/acssynbio.3c00080"
"10.1038/s41592-020-0848-2","10.3389/fbinf.2023.1157956"
"10.1038/s41592-020-0848-2","10.3389/fbioe.2023.1192094"
"10.1038/s41592-020-0848-2","10.1016/j.jhazmat.2023.132449"
"10.1038/s41592-020-0848-2","10.1021/jasms.2c00083"
"10.1038/s41592-020-0848-2","10.1016/j.ijbiomac.2023.126678"
"10.1038/s41592-020-0848-2","10.1021/jasms.1c00373"
"10.1038/s41592-020-0848-2","10.1002/anie.202108738"
"10.1038/s41592-020-0848-2","10.1016/j.jmr.2021.107075"
"10.1038/s41592-020-0848-2","10.1007/s00018-021-03985-6"
"10.1038/s41592-020-0848-2","10.1371/journal.pcbi.1009620"
"10.1038/s41592-020-0848-2","10.1371/journal.pcbi.1009037"
"10.1038/s41592-020-0848-2","10.1371/journal.pcbi.1009380"
"10.1038/s41592-020-0848-2","10.3389/fmolb.2021.660542"
"10.1038/s41592-020-0848-2","10.1002/cpps.116"
"10.1038/s41592-020-0848-2","10.1371/journal.pcbi.1011275"
"10.1038/s41592-020-0848-2","10.1371/journal.pcbi.1010680"
"10.1038/s41592-020-0848-2","10.1371/journal.pcbi.1010457"
"10.1038/s41592-020-0848-2","10.1080/07391102.2024.2317993"
"10.1038/s41592-020-0848-2","10.3390/biomedicines11041039"
"10.1038/s41592-020-0848-2","10.15252/emmm.202216208"
"10.1038/s41592-020-0848-2","10.2174/0929866530666230507212638"
"10.1038/s41592-020-0848-2","10.1016/j.gpb.2022.11.008"
"10.1038/s41592-020-0848-2","10.3390/biomedicines10123233"
"10.1038/s41592-020-0848-2","10.1016/j.bpj.2023.01.042"
"10.1038/s41592-020-0848-2","10.1002/cctc.202001107"
"10.1038/s41592-020-0848-2","10.1016/j.str.2023.05.020"
"10.1038/s41592-020-0848-2","10.1016/j.str.2023.01.009"
"10.1038/s41592-020-0848-2","10.1021/acs.jafc.3c00896"
"10.1038/s41592-020-0848-2","10.1101/gad.349981.122"
"10.1038/s41592-020-0848-2","10.1021/acs.jafc.3c01618"
"10.1038/s41592-020-0848-2","10.1021/acs.jafc.3c04247"
"10.1038/s41592-020-0848-2","10.3390/ijms24097835"
"10.1038/s41592-020-0848-2","10.1016/j.cels.2023.07.003"
"10.1038/s41592-020-0848-2","10.1111/febs.16911"
"10.1038/s41592-020-0848-2","10.1038/s42256-023-00715-4"
"10.1038/s41592-020-0848-2","10.1128/jvi.01505-21"
"10.1038/s41592-020-0848-2","10.3390/ijms22116032"
"10.1038/s41592-020-0848-2","10.1021/acs.jchemed.0c01073"
"10.1038/s41592-020-0848-2","10.1063/5.0026025"
"10.1038/s41592-020-0848-2","10.1016/j.ccell.2021.06.001"
"10.1038/s41592-020-0848-2","10.1371/journal.pcbi.1008169"
"10.1038/s41592-020-0848-2","10.1021/acs.jctc.1c00077"
"10.1038/s41592-020-0848-2","10.1128/msystems.00271-21"
"10.1038/s41592-020-0848-2","10.1016/j.drudis.2021.09.008"
"10.1038/s41592-020-0848-2","10.3389/fmolb.2022.997295"
"10.1038/s41592-020-0848-2","10.1017/qrd.2022.12"
"10.1038/s41592-020-0848-2","10.1002/prot.26593"
"10.1038/s41592-020-0848-2","10.1002/prot.26493"
"10.1038/s41592-020-0848-2","10.1016/j.techfore.2023.122588"
"10.1038/s41592-020-0848-2","10.1021/acs.jctc.3c00513"
"10.1038/s41592-020-0848-2","10.1002/cbic.202300117"
"10.1038/s41592-020-0848-2","10.1002/cbic.202300192"
"10.1038/s41592-020-0848-2","10.1021/jacs.2c08853"
"10.1038/s41592-020-0848-2","10.1103/physreve.104.014402"
"10.1038/s41592-020-0848-2","10.1038/s43588-022-00394-y"
"10.1038/s41592-020-0848-2","10.1038/s43588-023-00454-x"
"10.1038/s41592-020-0848-2","10.1021/acs.jpcb.3c01759"
"10.1038/s41592-020-0848-2","10.1021/acs.jpcb.3c01087"
"10.1038/s41592-020-0848-2","10.1016/j.intimp.2023.109728"
"10.1038/s41592-020-0848-2","10.1007/s11427-022-2214-2"
"10.1038/s41592-020-0848-2","10.1002/anie.202017234"
"10.1038/s41592-020-0848-2","10.1128/mbio.01787-21"
"10.1038/s41592-020-0848-2","10.1016/j.peptides.2021.170628"
"10.1038/s41592-020-0848-2","10.1371/journal.pone.0254969"
"10.1038/s41592-020-0848-2","10.1093/molbev/msab263"
"10.1038/s41592-020-0848-2","10.1021/acscatal.1c02053"
"10.1038/s41592-020-0848-2","10.1021/acscatal.0c04609"
"10.1038/s41592-020-0848-2","10.1021/acssensors.1c02467"
"10.1038/s41592-020-0848-2","10.1039/d1cc04608j"
"10.1038/s41592-020-0848-2","10.1038/s41596-022-00757-9"
"10.1038/s41592-020-0848-2","10.1038/s41467-022-33582-5"
"10.1038/s41592-020-0848-2","10.1038/s41467-022-33004-6"
"10.1038/s41592-020-0848-2","10.1038/s41467-022-32075-9"
"10.1038/s41592-020-0848-2","10.1093/bioinformatics/btab449"
"10.1038/s41592-020-0848-2","10.1109/jproc.2022.3157898"
"10.1038/s41592-020-0848-2","10.3389/fphar.2022.920747"
"10.1038/s41592-020-0848-2","10.1038/s41592-021-01365-3"
"10.1038/s41592-020-0848-2","10.1002/prot.26166"
"10.1038/s41592-020-0848-2","10.1016/j.csbj.2022.06.021"
"10.1038/s41592-020-0848-2","10.3389/fimmu.2022.910367"
"10.1038/s41592-020-0848-2","10.3389/fgene.2020.612475"
"10.1038/s41592-020-0848-2","10.3389/fphys.2022.895324"
"10.1038/s41592-020-0848-2","10.1039/d2sm00636g"
"10.1038/s41592-020-0848-2","10.1021/acs.jpcb.2c05508"
"10.1038/s41592-020-0848-2","10.1021/acs.jcim.2c01033"
"10.1038/s41592-020-0848-2","10.1371/journal.ppat.1011554"
"10.1038/s41592-020-0848-2","10.1093/bioinformatics/btaa982"
"10.1038/s41592-020-0848-2","10.1021/acs.jafc.2c00232"
"10.1038/s41592-020-0848-2","10.1021/acs.analchem.1c00395"
"10.1038/s41592-020-0848-2","10.3390/toxins12080510"
"10.1038/s41592-020-0848-2","10.3389/fmicb.2021.812391"
"10.1038/s41592-020-0848-2","10.1038/s41586-021-04252-1"
"10.1038/s41592-020-0848-2","10.1080/19420862.2021.2008790"
"10.1038/s41592-020-0848-2","10.1080/19420862.2021.2021601"
"10.1038/s41592-020-0848-2","10.3389/fphar.2022.833099"
"10.1038/s41592-020-0848-2","10.1016/j.ymben.2022.09.001"
"10.1038/s41592-020-0848-2","10.1021/acsomega.2c05201"
"10.1038/s41592-020-0848-2","10.1038/s41598-023-32848-2"
"10.1038/s41592-020-0848-2","10.1002/pep2.24307"
"10.1038/s41592-020-0848-2","10.1016/j.ymben.2023.12.012"
"10.1038/s41592-020-0848-2","10.1002/wcms.1693"
"10.1038/s41592-020-0848-2","10.1016/j.celrep.2023.113553"
"10.1038/s41592-020-0848-2","10.1016/j.celrep.2023.113552"
"10.1038/s41592-020-0848-2","10.1021/acs.biochem.2c00083"
"10.1038/s41592-020-0848-2","10.1021/acs.biochem.0c00912"
"10.1038/s41592-020-0848-2","10.1042/bst20210808"
"10.1002/prot.25445","10.1038/s41592-020-0848-2"
"10.1007/s10989-022-10362-9","10.3390/biom13060981"
"10.1073/pnas.1713526115","10.1073/pnas.1905615116"
"10.1073/pnas.1713526115","10.1002/cmdc.202100623"
"10.1073/pnas.1713526115","10.1360/tb-2022-0449"
"10.1073/pnas.1713526115","10.1021/acsanm.2c02268"
"10.1073/pnas.1713526115","10.1021/acs.accounts.3c00109"
"10.1073/pnas.1713526115","10.1515/zpch-2023-0539"
"10.1073/pnas.1713526115","10.1021/jacs.1c05458"
"10.1073/pnas.1713526115","10.1021/acsami.0c05994"
"10.1073/pnas.1713526115","10.1039/c8en00959g"
"10.1073/pnas.1713526115","10.1080/21691401.2019.1687501"
"10.1073/pnas.1713526115","10.1007/s10930-020-09925-w"
"10.1073/pnas.1713526115","10.1021/acs.jpcb.9b05147"
"10.1073/pnas.1713526115","10.1016/j.biomaterials.2018.05.030"
"10.1073/pnas.1713526115","10.1021/acs.jpcb.2c03200"
"10.1073/pnas.1713526115","10.1016/j.cels.2019.09.007"
"10.1073/pnas.1713526115","10.1039/d1nr08090c"
"10.1073/pnas.1713526115","10.1016/j.isci.2022.104324"
"10.1073/pnas.1713526115","10.3390/chemosensors11070362"
"10.1073/pnas.1713526115","10.1021/acsami.1c10326"
"10.1073/pnas.1713526115","10.1021/jacsau.3c00492"
"10.1021/acs.jmedchem.2c01077","10.3390/molecules28052383"
"10.1021/acs.jmedchem.2c01077","10.1002/ird3.11"
"10.1021/acs.jmedchem.2c01077","10.1080/07391102.2023.2212796"
"10.1021/acs.jmedchem.2c01077","10.3390/antibiotics12010042"
"10.1021/acs.jmedchem.2c01077","10.1002/pep2.24339"
"10.1021/acs.jmedchem.2c01077","10.1002/ange.202308251"
"10.1021/acs.jmedchem.2c01077","10.1002/chem.202203923"
"10.1021/acs.jmedchem.2c01077","10.1002/chem.202301813"
"10.1021/acs.jmedchem.2c01077","10.1016/j.chempr.2023.12.003"
"10.1021/acs.jmedchem.2c01077","10.1007/s40242-023-2356-2"
"10.1021/acs.jmedchem.2c01077","10.1021/acs.jmedchem.3c00627"
"10.1021/acs.jmedchem.2c01077","10.3390/pharmaceutics15051507"
"10.1021/acs.jmedchem.2c01077","10.1254/fpj.22145"
"10.1021/acs.jmedchem.2c01077","10.1002/anie.202308251"
"10.1021/acs.jmedchem.2c01077","10.1039/d3sc03117a"
"10.1021/acs.jmedchem.2c01077","10.1002/pep2.24310"
"10.1007/s10822-022-00482-1","10.4155/fdd-2023-0004"
"10.1021/acs.jpcb.2c05470","10.1021/acs.jcim.3c00145"
"10.1021/acs.jpcb.2c05470","10.1021/acs.jctc.3c00005"
"10.1021/acs.jpcb.2c05470","10.1021/acs.jctc.3c00154"
"10.1016/j.jbc.2021.100558","10.1093/nar/gkac1077"
"10.1016/j.jbc.2021.100558","10.1016/j.jmb.2022.167577"
"10.1016/j.jbc.2021.100558","10.1016/j.jmb.2021.167154"
"10.1016/j.jbc.2021.100558","10.3390/biom13091407"
"10.1016/j.jbc.2021.100558","10.3390/biom13030457"
"10.1016/j.jbc.2021.100558","10.1093/abt/tbad027"
"10.1016/j.jbc.2021.100558","10.3390/bios12020064"
"10.1016/j.jbc.2021.100558","10.3390/biom12101425"
"10.1016/j.jbc.2021.100558","10.1124/dmd.123.001275"
"10.1016/j.jbc.2021.100558","10.1016/j.sbi.2023.102562"
"10.1016/j.jbc.2021.100558","10.4049/jimmunol.2300467"
"10.1016/j.jbc.2021.100558","10.1039/d2cb00094f"
"10.1016/j.jbc.2021.100558","10.1073/pnas.2117401119"
"10.1016/j.jbc.2021.100558","10.1073/pnas.2115480119"
"10.1016/j.jbc.2021.100558","10.3389/fmolb.2022.991380"
"10.1016/j.jbc.2021.100558","10.1016/j.sbi.2021.08.004"
"10.1016/j.jbc.2021.100558","10.1016/j.bpj.2022.10.034"
"10.1016/j.jbc.2021.100558","10.3390/catal13060961"
"10.1016/j.jbc.2021.100558","10.3390/biology12020166"
"10.1016/j.jbc.2021.100558","10.1016/j.tibs.2021.08.008"
"10.1016/j.jbc.2021.100558","10.1016/j.csbj.2023.04.027"
"10.1016/j.jbc.2021.100558","10.1016/j.jconrel.2023.12.050"
"10.1016/j.jbc.2021.100558","10.1016/j.bpj.2024.01.029"
"10.1016/j.jbc.2021.100558","10.1016/j.cell.2023.12.028"
"10.1016/j.jbc.2021.100558","10.3390/synbio1010005"
"10.1016/j.jbc.2021.100558","10.3390/sym14040691"
"10.1016/j.jbc.2021.100558","10.1002/cbic.202100507"
"10.1016/j.jbc.2021.100558","10.34133/2022/9791435"
"10.1016/j.jbc.2021.100558","10.34133/2022/9787581"
"10.1016/j.jbc.2021.100558","10.3390/f14040827"
"10.1016/j.jbc.2021.100558","10.1038/s41467-023-41717-5"
"10.1016/j.jbc.2021.100558","10.1038/s41467-023-36701-y"
"10.1016/j.jbc.2021.100558","10.1093/nar/gkab926"
"10.1016/j.jbc.2021.100558","10.1038/s41467-023-36024-y"
"10.1016/j.jbc.2021.100558","10.1016/j.mtbio.2023.100580"
"10.1016/j.jbc.2021.100558","10.1021/acs.biochem.2c00595"
"10.1016/j.jbc.2021.100558","10.1021/acs.jpcb.2c01198"
"10.1016/j.jbc.2021.100558","10.1016/j.compbiolchem.2022.107717"
"10.1016/j.jbc.2021.100558","10.1016/j.ijbiomac.2022.06.154"
"10.1016/j.jbc.2021.100558","10.1021/acs.jpcb.1c04082"
"10.1016/j.jbc.2021.100558","10.1101/cshperspect.a041469"
"10.1016/j.jbc.2021.100558","10.3389/fmolb.2023.1178035"
"10.1016/j.jbc.2021.100558","10.3389/fmolb.2023.1221626"
"10.1016/j.jbc.2021.100558","10.1021/acs.chemrev.1c00757"
"10.1016/j.jbc.2021.100558","10.1038/s44222-023-00030-y"
"10.1016/j.jbc.2021.100558","10.1016/j.semcancer.2023.06.005"
"10.1016/j.jbc.2021.100558","10.1016/j.str.2023.12.009"
"10.1016/j.jbc.2021.100558","10.1073/pnas.2208275120"
"10.1016/j.jbc.2021.100558","10.1073/pnas.2207974120"
"10.1016/j.jbc.2021.100558","10.1021/acs.biomac.1c01436"
"10.1016/j.jbc.2021.100558","10.1039/d2cp03972a"
"10.1016/j.jbc.2021.100558","10.1039/d2ob02181a"
"10.1016/j.jbc.2021.100558","10.1021/acssynbio.3c00064"
"10.1016/j.jbc.2021.100558","10.1021/acssynbio.3c00231"
"10.1016/j.jbc.2021.100558","10.1007/s00018-022-04403-1"
"10.1016/j.jbc.2021.100558","10.1021/acs.macromol.3c02338"
"10.1016/j.jbc.2021.100558","10.1016/j.gpb.2023.03.004"
"10.1016/j.jbc.2021.100558","10.1038/s41392-023-01381-z"
"10.1016/j.jbc.2021.100558","10.1039/d3dd00045a"
"10.1016/j.jbc.2021.100558","10.1016/j.cels.2023.06.009"
"10.1016/j.jbc.2021.100558","10.2533/chimia.2021.1031"
"10.1016/j.jbc.2021.100558","10.1103/physrevresearch.4.l042028"
"10.1016/j.jbc.2021.100558","10.1002/prot.26536"
"10.1016/j.jbc.2021.100558","10.1002/cbic.202300192"
"10.1016/j.jbc.2021.100558","10.1021/acs.analchem.2c05777"
"10.1016/j.jbc.2021.100558","10.1016/j.jbc.2023.104579"
"10.1016/j.jbc.2021.100558","10.1016/s2666-5247(23)00011-3"
"10.1016/j.jbc.2021.100558","10.1039/d2sc04479j"
"10.1016/j.jbc.2021.100558","10.1038/s41467-022-32007-7"
"10.1016/j.jbc.2021.100558","10.1016/j.tig.2024.01.001"
"10.1016/j.jbc.2021.100558","10.1021/jacs.3c08984"
"10.1016/j.jbc.2021.100558","10.1109/jproc.2022.3157898"
"10.1016/j.jbc.2021.100558","10.1016/j.addr.2022.114196"
"10.1016/j.jbc.2021.100558","10.1016/j.jbc.2021.100608"
"10.1016/j.jbc.2021.100558","10.1016/j.dsp.2021.103186"
"10.1016/j.jbc.2021.100558","10.1021/acsomega.3c05863"
"10.1016/j.jbc.2021.100558","10.1021/acs.biochem.1c00757"
"10.1016/j.jbc.2021.100558","10.1021/acs.biochem.1c00356"
"10.1016/j.jbc.2021.100425","10.3390/molecules28073189"
"10.1016/j.jbc.2021.100425","10.3390/molecules28052383"
"10.1016/j.jbc.2021.100425","10.1016/j.bmcl.2022.128806"
"10.1016/j.jbc.2021.100425","10.1038/s41551-022-00955-6"
"10.1016/j.jbc.2021.100425","10.1002/pep2.24328"
"10.1021/acs.analchem.1c00395","10.1021/acs.analchem.2c01869"
"10.1021/acs.analchem.1c00395","10.1016/j.str.2022.04.013"
"10.1021/acs.analchem.1c00395","10.51847/dvlzksdsn8"
"10.1021/acs.analchem.1c00395","10.1093/bib/bbad308"
"10.1021/acs.analchem.1c00395","10.1002/pmic.202100222"
"10.1021/acs.analchem.1c00395","10.1021/jasms.2c00108"
"10.1021/acs.analchem.1c00395","10.1021/jasms.2c00262"
"10.1021/acs.analchem.1c00395","10.1038/s41467-022-35593-8"
"10.1021/acs.analchem.1c00395","10.1002/bit.28361"
"10.1021/acs.analchem.1c00395","10.1039/d3sc05106d"
"10.1021/acs.analchem.1c00395","10.1021/jasms.1c00373"
"10.1021/acs.analchem.1c00395","10.1021/acs.analchem.3c01919"
"10.1021/acs.analchem.1c00395","10.1021/acs.analchem.2c05616"
"10.1021/acs.analchem.1c00395","10.1038/s41467-022-32075-9"
"10.1002/ange.201611914","10.1002/anie.202003435"
"10.1002/ange.201611914","10.1002/anie.201916517"
"10.1002/ange.201611914","10.1002/anie.201910888"
"10.1002/ange.201611914","10.1002/cmdc.201800437"
"10.1002/ange.201611914","10.1002/anie.201710247"
"10.1002/ange.201611914","10.1002/ange.202102082"
"10.1002/ange.201611914","10.1002/chem.202203915"
"10.1002/ange.201611914","10.1002/cbic.202100450"
"10.1002/ange.201611914","10.1021/acs.accounts.7b00184"
"10.1002/ange.201611914","10.1021/acs.jmedchem.7b00208"
"10.1002/ange.201611914","10.1002/chem.202203624"
"10.1002/ange.201611914","10.1002/chem.202301421"
"10.1002/ange.201611914","10.1002/ange.202009749"
"10.1002/ange.201611914","10.1002/ange.202008992"
"10.1002/ange.201611914","10.1002/ange.202008585"
"10.1002/ange.201611914","10.1002/ange.202004310"
"10.1002/ange.201611914","10.1002/ange.202003435"
"10.1002/ange.201611914","10.1002/ange.201916517"
"10.1002/ange.201611914","10.1002/ange.201914396"
"10.1002/ange.201611914","10.1002/ange.201910888"
"10.1002/ange.201611914","10.1002/chem.202103510"
"10.1002/ange.201611914","10.1002/chem.202001478"
"10.1002/ange.201611914","10.1002/chem.201905599"
"10.1002/ange.201611914","10.1002/cbic.201900328"
"10.1002/ange.201611914","10.1002/ange.202300289"
"10.1002/ange.201611914","10.1002/chem.201903756"
"10.1002/ange.201611914","10.1002/ejoc.202000108"
"10.1002/ange.201611914","10.1002/ejoc.201800531"
"10.1002/ange.201611914","10.3762/bjoc.18.1"
"10.1002/ange.201611914","10.1002/anie.201914396"
"10.1002/ange.201611914","10.1002/anie.202102082"
"10.1002/ange.201611914","10.1002/ange.201710247"
"10.1002/ange.201611914","10.1002/chem.201802360"
"10.1002/ange.201611914","10.1002/anie.202300289"
"10.1002/ange.201611914","10.1002/anie.202009749"
"10.1002/ange.201611914","10.1002/anie.202008992"
"10.1002/ange.201611914","10.1002/anie.202008585"
"10.1002/ange.201611914","10.1002/anie.202004310"
"10.3390/toxins12090598","10.1080/07391102.2023.2252901"
"10.3390/toxins12090598","10.1007/s11030-023-10734-3"
"10.3390/toxins12090598","10.1016/j.str.2022.11.012"
"10.3390/toxins12090598","10.3390/toxins13080555"
"10.3390/toxins12090598","10.3390/toxins13060415"
"10.3390/toxins12090598","10.3390/biom12020189"
"10.1038/s41589-018-0039-y","10.1016/j.bbamem.2020.183480"
"10.1038/s41589-018-0039-y","10.1002/cptc.201900019"
"10.1038/s41589-018-0039-y","10.1016/j.jbc.2022.102413"
"10.1038/s41589-018-0039-y","10.1007/s12257-019-0363-4"
"10.1038/s41589-018-0039-y","10.3390/antibiotics11111483"
"10.1038/s41589-018-0039-y","10.3390/molecules28073189"
"10.1038/s41589-018-0039-y","10.1021/acschembio.1c00524"
"10.1038/s41589-018-0039-y","10.1021/acschembio.1c00388"
"10.1038/s41589-018-0039-y","10.1021/acschembio.0c00907"
"10.1038/s41589-018-0039-y","10.1021/acschembio.0c00991"
"10.1038/s41589-018-0039-y","10.1021/acschembio.0c00297"
"10.1038/s41589-018-0039-y","10.1021/acschembio.9b00996"
"10.1038/s41589-018-0039-y","10.1016/j.toxcx.2022.100119"
"10.1038/s41589-018-0039-y","10.1016/j.medidd.2021.100087"
"10.1038/s41589-018-0039-y","10.1016/j.medidd.2020.100073"
"10.1038/s41589-018-0039-y","10.3390/biom10091326"
"10.1038/s41589-018-0039-y","10.1016/j.cossms.2023.101104"
"10.1038/s41589-018-0039-y","10.35378/gujs.1263833"
"10.1038/s41589-018-0039-y","10.1002/adfm.202312622"
"10.1038/s41589-018-0039-y","10.1002/anie.201913809"
"10.1038/s41589-018-0039-y","10.1038/s41467-022-27985-7"
"10.1038/s41589-018-0039-y","10.1038/s41467-021-27854-9"
"10.1038/s41589-018-0039-y","10.1002/cmdc.201900366"
"10.1038/s41589-018-0039-y","10.1021/jacs.2c00216"
"10.1038/s41589-018-0039-y","10.1002/ps.6659"
"10.1038/s41589-018-0039-y","10.1002/slct.202201361"
"10.1038/s41589-018-0039-y","10.1071/ch19658"
"10.1038/s41589-018-0039-y","10.1021/jacs.1c10000"
"10.1038/s41589-018-0039-y","10.1021/jacs.1c11185"
"10.1038/s41589-018-0039-y","10.1021/jacs.1c07574"
"10.1038/s41589-018-0039-y","10.1149/1945-7111/abfe43"
"10.1038/s41589-018-0039-y","10.1016/j.bioactmat.2021.12.022"
"10.1038/s41589-018-0039-y","10.1002/anie.201813827"
"10.1038/s41589-018-0039-y","10.1039/d1cb00155h"
"10.1038/s41589-018-0039-y","10.1039/d0cb00062k"
"10.1038/s41589-018-0039-y","10.3390/molecules26185554"
"10.1038/s41589-018-0039-y","10.1021/acs.jmedchem.2c00094"
"10.1038/s41589-018-0039-y","10.1021/jacs.0c06044"
"10.1038/s41589-018-0039-y","10.1021/acs.jmedchem.1c00802"
"10.1038/s41589-018-0039-y","10.1021/acs.jmedchem.1c00158"
"10.1038/s41589-018-0039-y","10.1021/acs.jmedchem.1c00380"
"10.1038/s41589-018-0039-y","10.1021/acs.jmedchem.0c01898"
"10.1038/s41589-018-0039-y","10.1016/j.ijpharm.2020.119441"
"10.1038/s41589-018-0039-y","10.1002/med.21792"
"10.1038/s41589-018-0039-y","10.1016/j.toxicon.2019.10.244"
"10.1038/s41589-018-0039-y","10.1016/j.tibs.2018.12.004"
"10.1038/s41589-018-0039-y","10.1093/jxb/erac273"
"10.1038/s41589-018-0039-y","10.3390/biomedicines7020031"
"10.1038/s41589-018-0039-y","10.1021/acs.jmedchem.0c01766"
"10.1038/s41589-018-0039-y","10.1021/acs.jmedchem.0c00957"
"10.1038/s41589-018-0039-y","10.1021/acs.jmedchem.0c00613"
"10.1038/s41589-018-0039-y","10.1038/s41598-022-13142-z"
"10.1038/s41589-018-0039-y","10.3389/fpls.2019.00602"
"10.1038/s41589-018-0039-y","10.1021/acs.joc.0c01600"
"10.1038/s41589-018-0039-y","10.1002/ange.202102082"
"10.1038/s41589-018-0039-y","10.1021/jacs.9b11194"
"10.1038/s41589-018-0039-y","10.1021/acs.jmedchem.9b01060"
"10.1038/s41589-018-0039-y","10.1021/acs.jmedchem.8b01139"
"10.1038/s41589-018-0039-y","10.1021/acs.orglett.3c02289"
"10.1038/s41589-018-0039-y","10.3390/molecules25040808"
"10.1038/s41589-018-0039-y","10.1002/ange.201813827"
"10.1038/s41589-018-0039-y","10.3390/membranes12020180"
"10.1038/s41589-018-0039-y","10.1039/c8qo00415c"
"10.1038/s41589-018-0039-y","10.1002/cbic.202000634"
"10.1038/s41589-018-0039-y","10.1002/cbic.201900717"
"10.1038/s41589-018-0039-y","10.1073/pnas.1901807116"
"10.1038/s41589-018-0039-y","10.3390/molecules27196430"
"10.1038/s41589-018-0039-y","10.1021/acs.jpcb.8b10649"
"10.1038/s41589-018-0039-y","10.1021/acschemneuro.1c00567"
"10.1038/s41589-018-0039-y","10.1021/acs.joc.9b00913"
